Country,Year,Population
SSA,1985,444982815
SSA,1986,457769762
SSA,1987,470870472
SSA,1988,484288955
SSA,1989,498033585
SSA,1990,512107594
SSA,1991,526528575
SSA,1992,541294922
SSA,1993,556379645
SSA,1994,571754398
SSA,1995,587394320
SSA,1996,603309222
SSA,1997,619530637
SSA,1998,636103731
SSA,1999,653099453
SSA,2000,670568507
SSA,2001,688534793
SSA,2002,707016127
SSA,2003,726057836
SSA,2004,745705643
SSA,2005,765997649
SSA,2006,786951192
SSA,2007,808575133
SSA,2008,830878600
SSA,2009,853866359
SSA,2010,877538597
SSA,2011,901902485
SSA,2012,926951572
SSA,2013,952644123
SSA,2014,978926559
SSA,2015,1005756630
SSA,2016,1033118066
SSA,2017,1061011878
SSD,1960,2955152
SSD,1961,3011110
SSD,1962,3069913
SSD,1963,3131557
SSD,1964,3196113
SSD,1965,3263638
SSD,1966,3334191
SSD,1967,3407800
SSD,1968,3484537
SSD,1969,3564465
SSD,1970,3647709
SSD,1971,3734418
SSD,1972,3824762
SSD,1973,3918922
SSD,1974,4017075
SSD,1975,4119438
SSD,1976,4224529
SSD,1977,4332287
SSD,1978,4445826
SSD,1979,4569423
SSD,1980,4705224
SSD,1981,4853927
SSD,1982,5011726
SSD,1983,5170558
SSD,1984,5319609
SSD,1985,5450424
SSD,1986,5565545
SSD,1987,5666078
SSD,1988,5741235
SSD,1989,5777498
SSD,1990,5768481
SSD,1991,5705378
SSD,1992,5599814
SSD,1993,5490915
SSD,1994,5431738
SSD,1995,5459519
SSD,1996,5591114
SSD,1997,5814006
SSD,1998,6099923
SSD,1999,6405864
SSD,2000,6700656
SSD,2001,6974442
SSD,2002,7237276
SSD,2003,7501642
SSD,2004,7787655
SSD,2005,8108877
SSD,2006,8468152
SSD,2007,8856800
SSD,2008,9263136
SSD,2009,9670667
SSD,2010,10067192
SSD,2011,10448857
SSD,2012,10818258
SSD,2013,11177490
SSD,2014,11530971
SSD,2015,11882136
SSD,2016,12230730
SSD,2017,12575714
SSF,1960,228586005
SSF,1961,234008580
SSF,1962,239647139
SSF,1963,245503266
SSF,1964,251576403
SSF,1965,257868609
SSF,1966,264386171
SSF,1967,271139271
SSF,1968,278138996
SSF,1969,285397999
SSF,1970,292929074
SSF,1971,300737023
SSF,1972,308831549
SSF,1973,317234127
SSF,1974,325972033
SSF,1975,335064879
SSF,1976,344522341
SSF,1977,354343159
SSF,1978,364515830
SSF,1979,375034981
SSF,1980,385885281
SSF,1981,397065556
SSF,1982,408577033
SSF,1983,420413518
SSF,1984,432573431
SSF,1985,445048059
SSF,1986,457835414
SSF,1987,470938971
SSF,1988,484357710
SSF,1989,498102752
SSF,1990,512177101
SSF,1991,526599014
SSF,1992,541365685
SSF,1993,556451898
SSF,1994,571828603
SSF,1995,587469624
SSF,1996,603385639
SSF,1997,619607956
SSF,1998,636182577
SSF,1999,653179863
SSF,2000,670649638
SSF,2001,688615995
SSF,2002,707099850
SSF,2003,726140617
SSF,2004,745788118
SSF,2005,766080507
SSF,2006,787035792
SSF,2007,808660166
SSF,2008,830965556
SSF,2009,853953657
SSF,2010,877628367
SSF,2011,901989926
SSF,2012,927039875
SSF,2013,952734072
SSF,2014,979017918
SSF,2015,1005850049
SSF,2016,1033212743
SSF,2017,1061107721
SST,1960,14260440
SST,1961,14538217
SST,1962,14821270
SST,1963,15107653
SST,1964,15397706
SST,1965,15688248
SST,1966,15976545
SST,1967,16263697
SST,1968,16556001
SST,1969,16853980
SST,1970,17159590
SST,1971,17476361
SST,1972,17800127
SST,1973,18127044
SST,1974,18456078
SST,1975,18789042
SST,1976,19120333
SST,1977,19453890
SST,1978,19794779
SST,1979,20157728
SST,1980,20547258
SST,1981,20963859
SST,1982,21407906
SST,1983,21865552
SST,1984,22331260
SST,1985,22806174
SST,1986,23285884
SST,1987,23770486
SST,1988,24251665
SST,1989,24726226
SST,1990,25186921
SST,1991,25642376
SST,1992,26066187
SST,1993,26471464
SST,1994,26880995
SST,1995,27284098
SST,1996,27691618
SST,1997,28107601
SST,1998,28528151
SST,1999,28976065
SST,2000,29434279
SST,2001,29887049
SST,2002,30352305
SST,2003,30838828
SST,2004,31365918
SST,2005,31947386
SST,2006,32586895
SST,2007,33278247
SST,2008,34006389
SST,2009,34739790
SST,2010,35465245
SST,2011,36171934
SST,2012,36875022
SST,2013,37572012
SST,2014,38266156
SST,2015,38960406
SST,2016,39646847
SST,2017,40324496
STP,1960,64253
STP,1961,64551
STP,1962,64432
STP,1963,64177
STP,1964,64212
STP,1965,64796
STP,1966,66063
STP,1967,67873
STP,1968,70046
STP,1969,72241
STP,1970,74253
STP,1971,75988
STP,1972,77537
STP,1973,79022
STP,1974,80670
STP,1975,82607
STP,1976,84885
STP,1977,87434
STP,1978,90089
STP,1979,92649
STP,1980,94949
STP,1981,96950
STP,1982,98706
STP,1983,100318
STP,1984,101915
STP,1985,103634
STP,1986,105474
STP,1987,107415
STP,1988,109470
STP,1989,111627
STP,1990,113893
STP,1991,116294
STP,1992,118816
STP,1993,121407
STP,1994,123973
STP,1995,126454
STP,1996,128821
STP,1997,131107
STP,1998,133418
STP,1999,135886
STP,2000,138606
STP,2001,141622
STP,2002,144889
STP,2003,148372
STP,2004,151969
STP,2005,155630
STP,2006,159328
STP,2007,163101
STP,2008,166913
STP,2009,170813
STP,2010,174776
STP,2011,178800
STP,2012,182889
STP,2013,187045
STP,2014,191266
STP,2015,195553
STP,2016,199910
STP,2017,204327
SUR,1960,289966
SUR,1961,298188
SUR,1962,306328
SUR,1963,314528
SUR,1964,322997
SUR,1965,331793
SUR,1966,341133
SUR,1967,350751
SUR,1968,359733
SUR,1969,366848
SUR,1970,371273
SUR,1971,372623
SUR,1972,371324
SUR,1973,368344
SUR,1974,365099
SUR,1975,362654
SUR,1976,361364
SUR,1977,361043
SUR,1978,361457
SUR,1979,362125
SUR,1980,362777
SUR,1981,363325
SUR,1982,364032
SUR,1983,365300
SUR,1984,367660
SUR,1985,371470
SUR,1986,376867
SUR,1987,383654
SUR,1988,391391
SUR,1989,399492
SUR,1990,407472
SUR,1991,415216
SUR,1992,422763
SUR,1993,430039
SUR,1994,437037
SUR,1995,443724
SUR,1996,450036
SUR,1997,455954
SUR,1998,461560
SUR,1999,467003
SUR,2000,472390
SUR,2001,477740
SUR,2002,483044
SUR,2003,488332
SUR,2004,493630
SUR,2005,498946
SUR,2006,504307
SUR,2007,509705
SUR,2008,515148
SUR,2009,520619
SUR,2010,526103
SUR,2011,531589
SUR,2012,537077
SUR,2013,542540
SUR,2014,547928
SUR,2015,553208
SUR,2016,558368
SUR,2017,563402
SVK,1960,4068095
SVK,1961,4191667
SVK,1962,4238188
SVK,1963,4282017
SVK,1964,4327341
SVK,1965,4370983
SVK,1966,4411666
SVK,1967,4449367
SVK,1968,4483915
SVK,1969,4518607
SVK,1970,4538223
SVK,1971,4557449
SVK,1972,4596622
SVK,1973,4641445
SVK,1974,4689623
SVK,1975,4739105
SVK,1976,4789507
SVK,1977,4840501
SVK,1978,4890125
SVK,1979,4938973
SVK,1980,4979815
SVK,1981,5016105
SVK,1982,5055099
SVK,1983,5091971
SVK,1984,5127097
SVK,1985,5161768
SVK,1986,5193838
SVK,1987,5222840
SVK,1988,5250596
SVK,1989,5275942
SVK,1990,5299187
SVK,1991,5303294
SVK,1992,5305016
SVK,1993,5325305
SVK,1994,5346331
SVK,1995,5361999
SVK,1996,5373361
SVK,1997,5383291
SVK,1998,5390516
SVK,1999,5396020
SVK,2000,5388720
SVK,2001,5378867
SVK,2002,5376912
SVK,2003,5373374
SVK,2004,5372280
SVK,2005,5372807
SVK,2006,5373054
SVK,2007,5374622
SVK,2008,5379233
SVK,2009,5386406
SVK,2010,5391428
SVK,2011,5398384
SVK,2012,5407579
SVK,2013,5413393
SVK,2014,5418649
SVK,2015,5423801
SVK,2016,5430798
SVK,2017,5439892
SVN,1960,1584720
SVN,1961,1594131
SVN,1962,1603649
SVN,1963,1616971
SVN,1964,1632114
SVN,1965,1649160
SVN,1966,1669905
SVN,1967,1689528
SVN,1968,1704546
SVN,1969,1713874
SVN,1970,1724891
SVN,1971,1738335
SVN,1972,1752233
SVN,1973,1766697
SVN,1974,1776132
SVN,1975,1793581
SVN,1976,1820249
SVN,1977,1842377
SVN,1978,1862548
SVN,1979,1882599
SVN,1980,1901315
SVN,1981,1906531
SVN,1982,1910334
SVN,1983,1922321
SVN,1984,1932154
SVN,1985,1941641
SVN,1986,1965964
SVN,1987,1989776
SVN,1988,1995196
SVN,1989,1996351
SVN,1990,1998161
SVN,1991,1999429
SVN,1992,1996498
SVN,1993,1991746
SVN,1994,1989443
SVN,1995,1989872
SVN,1996,1988628
SVN,1997,1985956
SVN,1998,1981629
SVN,1999,1983045
SVN,2000,1988925
SVN,2001,1992060
SVN,2002,1994530
SVN,2003,1995733
SVN,2004,1997012
SVN,2005,2000474
SVN,2006,2006868
SVN,2007,2018122
SVN,2008,2021316
SVN,2009,2039669
SVN,2010,2048583
SVN,2011,2052843
SVN,2012,2057159
SVN,2013,2059953
SVN,2014,2061980
SVN,2015,2063531
SVN,2016,2065042
SVN,2017,2066748
SWE,1960,7484656
SWE,1961,7519998
SWE,1962,7561588
SWE,1963,7604328
SWE,1964,7661354
SWE,1965,7733853
SWE,1966,7807797
SWE,1967,7867931
SWE,1968,7912273
SWE,1969,7968072
SWE,1970,8042801
SWE,1971,8098334
SWE,1972,8122300
SWE,1973,8136312
SWE,1974,8159955
SWE,1975,8192437
SWE,1976,8222286
SWE,1977,8251540
SWE,1978,8275599
SWE,1979,8293678
SWE,1980,8310531
SWE,1981,8320503
SWE,1982,8325263
SWE,1983,8329033
SWE,1984,8336605
SWE,1985,8350386
SWE,1986,8369829
SWE,1987,8397804
SWE,1988,8436489
SWE,1989,8492964
SWE,1990,8558835
SWE,1991,8617375
SWE,1992,8668067
SWE,1993,8718561
SWE,1994,8780745
SWE,1995,8826939
SWE,1996,8840998
SWE,1997,8846062
SWE,1998,8850974
SWE,1999,8857874
SWE,2000,8872109
SWE,2001,8895960
SWE,2002,8924958
SWE,2003,8958229
SWE,2004,8993531
SWE,2005,9029572
SWE,2006,9080505
SWE,2007,9148092
SWE,2008,9219637
SWE,2009,9298515
SWE,2010,9378126
SWE,2011,9449213
SWE,2012,9519374
SWE,2013,9600379
SWE,2014,9696110
SWE,2015,9799186
SWE,2016,9923085
SWE,2017,10067744
SWZ,1960,349174
SWZ,1961,357453
SWZ,1962,365636
SWZ,1963,373897
SWZ,1964,382469
SWZ,1965,391546
SWZ,1966,401183
SWZ,1967,411352
SWZ,1968,422140
SWZ,1969,433588
SWZ,1970,445729
SWZ,1971,458605
SWZ,1972,472230
SWZ,1973,486561
SWZ,1974,501512
SWZ,1975,517024
SWZ,1976,533214
SWZ,1977,550118
SWZ,1978,567559
SWZ,1979,585344
SWZ,1980,603372
SWZ,1981,621276
SWZ,1982,639237
SWZ,1983,658320
SWZ,1984,679976
SWZ,1985,705085
SWZ,1986,734243
SWZ,1987,766707
SWZ,1988,800456
SWZ,1989,832682
SWZ,1990,861373
SWZ,1991,885623
SWZ,1992,906034
SWZ,1993,924025
SWZ,1994,941774
SWZ,1995,960792
SWZ,1996,981764
SWZ,1997,1003995
SWZ,1998,1026009
SWZ,1999,1045629
SWZ,2000,1061468
SWZ,2001,1072927
SWZ,2002,1080930
SWZ,2003,1087392
SWZ,2004,1095053
SWZ,2005,1105873
SWZ,2006,1120514
SWZ,2007,1138434
SWZ,2008,1158897
SWZ,2009,1180675
SWZ,2010,1202843
SWZ,2011,1225258
SWZ,2012,1248158
SWZ,2013,1271456
SWZ,2014,1295097
SWZ,2015,1319011
SWZ,2016,1343098
SWZ,2017,1367254
SXM,1960,10495.78571
SXM,1961,10993.73759
SXM,1962,11491.68947
SXM,1963,11989.64135
SXM,1964,12487.59323
SXM,1965,12985.54511
SXM,1966,13483.49699
SXM,1967,13981.44887
SXM,1968,14479.40075
SXM,1969,14977.35263
SXM,1970,15475.30451
SXM,1971,15973.25639
SXM,1972,16471.20827
SXM,1973,16969.16015
SXM,1974,17467.11203
SXM,1975,17965.06391
SXM,1976,18463.01579
SXM,1977,18960.96767
SXM,1978,19458.91955
SXM,1979,19956.87143
SXM,1980,20454.82331
SXM,1981,20952.77519
SXM,1982,21450.72707
SXM,1983,21948.67895
SXM,1984,22446.63083
SXM,1985,22944.58271
SXM,1986,23442.53459
SXM,1987,23940.48647
SXM,1988,24438.43835
SXM,1989,24936.39023
SXM,1990,25434.34211
SXM,1991,25932.29398
SXM,1992,26430.24586
SXM,1993,26928.19774
SXM,1994,27426.14962
SXM,1995,27924.1015
SXM,1996,28422.05338
SXM,1997,28920.00526
SXM,1998,31240
SXM,1999,31084
SXM,2000,30519
SXM,2001,30600
SXM,2002,30777
SXM,2003,31472
SXM,2004,32488
SXM,2005,33011
SXM,2006,33441
SXM,2007,33811
SXM,2008,33964
SXM,2009,34238
SXM,2010,34056
SXM,2011,33435
SXM,2012,34640
SXM,2013,36607
SXM,2014,37685
SXM,2015,38824
SXM,2016,39969
SXM,2017,41109
SYC,1960,41700
SYC,1961,42889
SYC,1962,44042
SYC,1963,45176
SYC,1964,46322
SYC,1965,47500
SYC,1966,48699
SYC,1967,49911
SYC,1968,51134
SYC,1969,52365
SYC,1970,53600
SYC,1971,54695
SYC,1972,56029
SYC,1973,56892
SYC,1974,57937
SYC,1975,59292
SYC,1976,60504
SYC,1977,61786
SYC,1978,62150
SYC,1979,62686
SYC,1980,63261
SYC,1981,64035
SYC,1982,64413
SYC,1983,64335
SYC,1984,64717
SYC,1985,65244
SYC,1986,65652
SYC,1987,68499
SYC,1988,68755
SYC,1989,69167
SYC,1990,69507
SYC,1991,70439
SYC,1992,70763
SYC,1993,72253
SYC,1994,74205
SYC,1995,75304
SYC,1996,76417
SYC,1997,77319
SYC,1998,78846
SYC,1999,80410
SYC,2000,81131
SYC,2001,81202
SYC,2002,83723
SYC,2003,82781
SYC,2004,82475
SYC,2005,82858
SYC,2006,84600
SYC,2007,85033
SYC,2008,86956
SYC,2009,87298
SYC,2010,89770
SYC,2011,87441
SYC,2012,88303
SYC,2013,89949
SYC,2014,91359
SYC,2015,93419
SYC,2016,94677
SYC,2017,95843
SYR,1960,4573512
SYR,1961,4721896
SYR,1962,4875422
SYR,1963,5034646
SYR,1964,5200336
SYR,1965,5373137
SYR,1966,5553246
SYR,1967,5740710
SYR,1968,5935860
SYR,1969,6139048
SYR,1970,6350541
SYR,1971,6570857
SYR,1972,6800141
SYR,1973,7037851
SYR,1974,7283177
SYR,1975,7535714
SYR,1976,7794662
SYR,1977,8060649
SYR,1978,8336418
SYR,1979,8625690
SYR,1980,8930774
SYR,1981,9252851
SYR,1982,9590227
SYR,1983,9938847
SYR,1984,10293049
SYR,1985,10648632
SYR,1986,11004272
SYR,1987,11360852
SYR,1988,11719071
SYR,1989,12080444
SYR,1990,12446171
SYR,1991,12815219
SYR,1992,13187085
SYR,1993,13564167
SYR,1994,13949697
SYR,1995,14345492
SYR,1996,14755286
SYR,1997,15177456
SYR,1998,15602210
SYR,1999,16016092
SYR,2000,16410848
SYR,2001,16766899
SYR,2002,17087901
SYR,2003,17415266
SYR,2004,17806638
SYR,2005,18294611
SYR,2006,18914977
SYR,2007,19632806
SYR,2008,20325443
SYR,2009,20824893
SYR,2010,21018834
SYR,2011,20863993
SYR,2012,20420701
SYR,2013,19809141
SYR,2014,19203090
SYR,2015,18734987
SYR,2016,18430453
SYR,2017,18269868
TCA,1960,5726
TCA,1961,5763
TCA,1962,5763
TCA,1963,5740
TCA,1964,5710
TCA,1965,5672
TCA,1966,5629
TCA,1967,5590
TCA,1968,5559
TCA,1969,5571
TCA,1970,5633
TCA,1971,5756
TCA,1972,5922
TCA,1973,6126
TCA,1974,6346
TCA,1975,6548
TCA,1976,6723
TCA,1977,6886
TCA,1978,7053
TCA,1979,7264
TCA,1980,7519
TCA,1981,7858
TCA,1982,8244
TCA,1983,8669
TCA,1984,9095
TCA,1985,9506
TCA,1986,9875
TCA,1987,10224
TCA,1988,10582
TCA,1989,11017
TCA,1990,11552
TCA,1991,12206
TCA,1992,12968
TCA,1993,13789
TCA,1994,14597
TCA,1995,15332
TCA,1996,15966
TCA,1997,16528
TCA,1998,17115
TCA,1999,17864
TCA,2000,18873
TCA,2001,20185
TCA,2002,21742
TCA,2003,23410
TCA,2004,25028
TCA,2005,26448
TCA,2006,27642
TCA,2007,28640
TCA,2008,29481
TCA,2009,30245
TCA,2010,30994
TCA,2011,31731
TCA,2012,32431
TCA,2013,33108
TCA,2014,33739
TCA,2015,34339
TCA,2016,34900
TCA,2017,35446
TCD,1960,3001593
TCD,1961,3060355
TCD,1962,3121216
TCD,1963,3183551
TCD,1964,3246505
TCD,1965,3309573
TCD,1966,3372170
TCD,1967,3434811
TCD,1968,3499352
TCD,1969,3568376
TCD,1970,3643549
TCD,1971,3726091
TCD,1972,3815103
TCD,1973,3907632
TCD,1974,3999512
TCD,1975,4087948
TCD,1976,4172230
TCD,1977,4253989
TCD,1978,4335645
TCD,1979,4420716
TCD,1980,4512042
TCD,1981,4610167
TCD,1982,4715197
TCD,1983,4829094
TCD,1984,4954046
TCD,1985,5091535
TCD,1986,5243006
TCD,1987,5408087
TCD,1988,5584339
TCD,1989,5768086
TCD,1990,5956859
TCD,1991,6150081
TCD,1992,6349089
TCD,1993,6555603
TCD,1994,6772133
TCD,1995,7000722
TCD,1996,7241134
TCD,1997,7493251
TCD,1998,7759258
TCD,1999,8041846
TCD,2000,8342559
TCD,2001,8663012
TCD,2002,9001689
TCD,2003,9353201
TCD,2004,9710043
TCD,2005,10067009
TCD,2006,10421597
TCD,2007,10775708
TCD,2008,11133861
TCD,2009,11502786
TCD,2010,11887202
TCD,2011,12288651
TCD,2012,12705135
TCD,2013,13133589
TCD,2014,13569438
TCD,2015,14009413
TCD,2016,14452543
TCD,2017,14899994
TEA,1960,882521780
TEA,1961,881860855
TEA,1962,893563282
TEA,1963,916564186
TEA,1964,939183159
TEA,1965,962765447
TEA,1966,989873762
TEA,1967,1016049763
TEA,1968,1043166800
TEA,1969,1071971006
TEA,1970,1101678966
TEA,1971,1132024736
TEA,1972,1160630217
TEA,1973,1188294881
TEA,1974,1214467266
TEA,1975,1238240441
TEA,1976,1260190650
TEA,1977,1280579539
TEA,1978,1300959482
TEA,1979,1321650189
TEA,1980,1342000587
TEA,1981,1363065686
TEA,1982,1386477552
TEA,1983,1410012614
TEA,1984,1432476226
TEA,1985,1455657360
TEA,1986,1480373783
TEA,1987,1506584207
TEA,1988,1533101548
TEA,1989,1558955173
TEA,1990,1584201525
TEA,1991,1608359598
TEA,1992,1630963313
TEA,1993,1652721433
TEA,1994,1674318786
TEA,1995,1695483907
TEA,1996,1716273159
TEA,1997,1736829482
TEA,1998,1756647023
TEA,1999,1775313792
TEA,2000,1792988790
TEA,2001,1809863171
TEA,2002,1825997060
TEA,2003,1841494233
TEA,2004,1856577921
TEA,2005,1871547818
TEA,2006,1886075684
TEA,2007,1900087547
TEA,2008,1913991988
TEA,2009,1927809542
TEA,2010,1941604842
TEA,2011,1955546907
TEA,2012,1969762859
TEA,2013,1984152637
TEA,2014,1998686391
TEA,2015,2013132699
TEA,2016,2027896410
TEA,2017,2042783496
TEC,1960,308725388
TEC,1961,313380986
TEC,1962,318070294
TEC,1963,322832322
TEC,1964,327602523
TEC,1965,332185772
TEC,1966,336037201
TEC,1967,340026927
TEC,1968,343930844
TEC,1969,347710540
TEC,1970,351363928
TEC,1971,355018390
TEC,1972,358817766
TEC,1973,362625007
TEC,1974,366468511
TEC,1975,370345370
TEC,1976,374380988
TEC,1977,378335273
TEC,1978,382215827
TEC,1979,386070618
TEC,1980,390068206
TEC,1981,394132391
TEC,1982,398033246
TEC,1983,401922560
TEC,1984,406045884
TEC,1985,410151269
TEC,1986,414186469
TEC,1987,418164696
TEC,1988,421971143
TEC,1989,425588882
TEC,1990,428318228
TEC,1991,430153302
TEC,1992,431844672
TEC,1993,433366951
TEC,1994,434111200
TEC,1995,434648577
TEC,1996,434909531
TEC,1997,435422592
TEC,1998,435662495
TEC,1999,435732195
TEC,2000,435342598
TEC,2001,435134241
TEC,2002,434804671
TEC,2003,434924961
TEC,2004,435247221
TEC,2005,435634937
TEC,2006,436152601
TEC,2007,436814265
TEC,2008,437864853
TEC,2009,439624673
TEC,2010,441513779
TEC,2011,443585809
TEC,2012,445770413
TEC,2013,448167115
TEC,2014,450521747
TEC,2015,452960829
TEC,2016,455379371
TEC,2017,457647735
TGO,1960,1580513
TGO,1961,1597526
TGO,1962,1612755
TGO,1963,1631764
TGO,1964,1662073
TGO,1965,1708630
TGO,1966,1774029
TGO,1967,1855442
TGO,1968,1945780
TGO,1969,2034907
TGO,1970,2115522
TGO,1971,2185662
TGO,1972,2247582
TGO,1973,2303345
TGO,1974,2356622
TGO,1975,2410446
TGO,1976,2464455
TGO,1977,2518566
TGO,1978,2576469
TGO,1979,2642846
TGO,1980,2720839
TGO,1981,2812039
TGO,1982,2915066
TGO,1983,3026238
TGO,1984,3140237
TGO,1985,3252994
TGO,1986,3364020
TGO,1987,3474080
TGO,1988,3581928
TGO,1989,3686373
TGO,1990,3786940
TGO,1991,3882271
TGO,1992,3973327
TGO,1993,4064926
TGO,1994,4163642
TGO,1995,4274024
TGO,1996,4398238
TGO,1997,4534551
TGO,1998,4679023
TGO,1999,4825704
TGO,2000,4970367
TGO,2001,5111770
TGO,2002,5251472
TGO,2003,5391401
TGO,2004,5534598
TGO,2005,5683268
TGO,2006,5837792
TGO,2007,5997385
TGO,2008,6161796
TGO,2009,6330472
TGO,2010,6502952
TGO,2011,6679282
TGO,2012,6859482
TGO,2013,7042948
TGO,2014,7228915
TGO,2015,7416802
TGO,2016,7606374
TGO,2017,7797694
THA,1960,27397175
THA,1961,28224204
THA,1962,29081034
THA,1963,29967041
THA,1964,30881332
THA,1965,31822796
THA,1966,32789096
THA,1967,33778504
THA,1968,34790945
THA,1969,35826804
THA,1970,36884913
THA,1971,37964925
THA,1972,39061994
THA,1973,40164966
THA,1974,41259536
THA,1975,42334954
THA,1976,43386841
THA,1977,44416010
THA,1978,45423436
THA,1979,46412307
THA,1980,47385323
THA,1981,48337503
THA,1982,49267560
THA,1983,50186199
THA,1984,51108082
THA,1985,52041469
THA,1986,52996467
THA,1987,53964406
THA,1988,54912334
THA,1989,55795106
THA,1990,56582821
THA,1991,57258401
THA,1992,57837878
THA,1993,58364891
THA,1994,58901666
THA,1995,59491790
THA,1996,60151472
THA,1997,60863506
THA,1998,61597283
THA,1999,62306651
THA,2000,62958021
THA,2001,63543322
THA,2002,64073164
THA,2003,64554952
THA,2004,65002231
THA,2005,65425470
THA,2006,65824164
THA,2007,66195615
THA,2008,66545760
THA,2009,66881867
THA,2010,67208808
THA,2011,67530130
THA,2012,67843979
THA,2013,68143065
THA,2014,68416772
THA,2015,68657600
THA,2016,68863514
THA,2017,69037513
TJK,1960,2087038
TJK,1961,2159123
TJK,1962,2236559
TJK,1963,2318234
TJK,1964,2402455
TJK,1965,2487953
TJK,1966,2574478
TJK,1967,2662230
TJK,1968,2750894
TJK,1969,2840228
TJK,1970,2930079
TJK,1971,3020391
TJK,1972,3111264
TJK,1973,3203019
TJK,1974,3296095
TJK,1975,3390935
TJK,1976,3487644
TJK,1977,3586499
TJK,1978,3688385
TJK,1979,3794420
TJK,1980,3905413
TJK,1981,4020778
TJK,1982,4140258
TJK,1983,4265247
TJK,1984,4397525
TJK,1985,4537789
TJK,1986,4687283
TJK,1987,4843951
TJK,1988,5001110
TJK,1989,5149803
TJK,1990,5283728
TJK,1991,5400714
TJK,1992,5502976
TJK,1993,5594114
TJK,1994,5679832
TJK,1995,5764712
TJK,1996,5849540
TJK,1997,5934282
TJK,1998,6021691
TJK,1999,6114886
TJK,2000,6216205
TJK,2001,6327125
TJK,2002,6447688
TJK,2003,6576877
TJK,2004,6712841
TJK,2005,6854176
TJK,2006,7000557
TJK,2007,7152385
TJK,2008,7309728
TJK,2009,7472819
TJK,2010,7641630
TJK,2011,7815949
TJK,2012,7995062
TJK,2013,8177809
TJK,2014,8362745
TJK,2015,8548651
TJK,2016,8734951
TJK,2017,8921343
TKM,1960,1603258
TKM,1961,1658362
TKM,1962,1715408
TKM,1963,1773853
TKM,1964,1833063
TKM,1965,1892599
TKM,1966,1952141
TKM,1967,2011763
TKM,1968,2071789
TKM,1969,2132799
TKM,1970,2195173
TKM,1971,2258964
TKM,1972,2324013
TKM,1973,2390213
TKM,1974,2457382
TKM,1975,2525361
TKM,1976,2594311
TKM,1977,2664257
TKM,1978,2734896
TKM,1979,2805818
TKM,1980,2876808
TKM,1981,2947779
TKM,1982,3019066
TKM,1983,3091511
TKM,1984,3166221
TKM,1985,3244018
TKM,1986,3324456
TKM,1987,3407319
TKM,1988,3493894
TKM,1989,3585867
TKM,1990,3683966
TKM,1991,3789185
TKM,1992,3899843
TKM,1993,4010789
TKM,1994,4115099
TKM,1995,4207840
TKM,1996,4287344
TKM,1997,4355114
TKM,1998,4413477
TKM,1999,4466132
TKM,2000,4516131
TKM,2001,4564080
TKM,2002,4610002
TKM,2003,4655741
TKM,2004,4703398
TKM,2005,4754641
TKM,2006,4810105
TKM,2007,4870137
TKM,2008,4935762
TKM,2009,5007950
TKM,2010,5087210
TKM,2011,5174061
TKM,2012,5267839
TKM,2013,5366277
TKM,2014,5466241
TKM,2015,5565284
TKM,2016,5662544
TKM,2017,5758075
TLA,1960,210357620
TLA,1961,216285875
TLA,1962,222396518
TLA,1963,228663034
TLA,1964,235048548
TLA,1965,241525127
TLA,1966,248082224
TLA,1967,254723773
TLA,1968,261454660
TLA,1969,268285362
TLA,1970,275222756
TLA,1971,282265414
TLA,1972,289406786
TLA,1973,296643292
TLA,1974,303970215
TLA,1975,311383650
TLA,1976,318876360
TLA,1977,326446030
TLA,1978,334099163
TLA,1979,341845707
TLA,1980,349689363
TLA,1981,357632874
TLA,1982,365662995
TLA,1983,373747579
TLA,1984,381844359
TLA,1985,389922156
TLA,1986,397961545
TLA,1987,405966436
TLA,1988,413957171
TLA,1989,421966286
TLA,1990,430014112
TLA,1991,438102530
TLA,1992,446211495
TLA,1993,454312822
TLA,1994,462368285
TLA,1995,470347459
TLA,1996,478247051
TLA,1997,486067029
TLA,1998,493785288
TLA,1999,501376484
TLA,2000,508826710
TLA,2001,516120111
TLA,2002,523270767
TLA,2003,530331985
TLA,2004,537377388
TLA,2005,544459791
TLA,2006,551595525
TLA,2007,558768052
TLA,2008,565956228
TLA,2009,573125269
TLA,2010,580246796
TLA,2011,587315129
TLA,2012,594330743
TLA,2013,601277206
TLA,2014,608136047
TLA,2015,614891969
TLA,2016,621534921
TLA,2017,628059792
TLS,1960,499950
TLS,1961,508845
TLS,1962,518107
TLS,1963,527749
TLS,1964,537786
TLS,1965,548218
TLS,1966,558676
TLS,1967,569031
TLS,1968,579807
TLS,1969,591739
TLS,1970,605125
TLS,1971,620945
TLS,1972,638499
TLS,1973,654437
TLS,1974,664223
TLS,1975,664984
TLS,1976,654947
TLS,1977,636096
TLS,1978,613857
TLS,1979,595872
TLS,1980,587563
TLS,1981,591005
TLS,1982,604430
TLS,1983,624648
TLS,1984,646688
TLS,1985,666945
TLS,1986,684184
TLS,1987,699522
TLS,1988,714474
TLS,1989,731444
TLS,1990,751933
TLS,1991,777011
TLS,1992,805435
TLS,1993,833611
TLS,1994,856684
TLS,1995,871447
TLS,1996,875916
TLS,1997,871994
TLS,1998,865194
TLS,1999,863269
TLS,2000,871607
TLS,2001,892531
TLS,2002,923825
TLS,2003,960852
TLS,2004,996698
TLS,2005,1026484
TLS,2006,1048621
TLS,2007,1064973
TLS,2008,1078110
